PLAYER_ID, PLAYER_NAME, TEAM_ID, TEAM_ABBREVIATION, AGE, GP, W, L, W_PCT, MIN, DEF_RATING, DREB, DREB_PCT, PCT_DREB, STL, PCT_STL, BLK, PCT_BLK, OPP_PTS_OFF_TOV, OPP_PTS_2ND_CHANCE, OPP_PTS_FB, OPP_PTS_PAINT, DEF_WS, GP_RANK, W_RANK, L_RANK, W_PCT_RANK, MIN_RANK, DEF_RATING_RANK, DREB_RANK, DREB_PCT_RANK, PCT_DREB_RANK, STL_RANK, PCT_STL_RANK, BLK_RANK, PCT_BLK_RANK, OPP_PTS_OFF_TOV_RANK, OPP_PTS_2ND_CHANCE_RANK, OPP_PTS_FB_RANK, OPP_PTS_PAINT_RANK, DEF_WS_RANK, CFPARAMS
2693, Keith McLeod, 1610612750, MIN, 24.0, 33, 22, 11, 0.667, 11.7, 98.3, 0.9, 0.083, 0.119, 0.5, 0.281, 0.0, 0.023, 3.6, 3.4, 1.9, 8.8, 0.015, 337, 261, 80, 67, 337, 144, 377, 381, 372, 262, 48, 391, 375, 83, 121, 44, 108, 268, 2693,1610612750
1496, Keith Van Horn, 1610612749, MIL, 28.0, 72, 33, 39, 0.458, 32.5, 101.5, 4.9, 0.168, 0.227, 0.9, 0.211, 0.5, 0.147, 11.6, 8.2, 8.0, 25.2, 0.027, 147, 163, 326, 240, 83, 280, 45, 131, 155, 110, 162, 119, 200, 392, 332, 351, 351, 131, 1496,1610612749
1509, Kelvin Cato, 1610612745, HOU, 29.0, 69, 40, 29, 0.58, 25.3, 94.2, 4.6, 0.202, 0.272, 0.8, 0.209, 1.4, 0.44, 8.7, 6.4, 5.6, 15.8, 0.045, 177, 95, 233, 128, 149, 64, 52, 68, 81, 170, 171, 28, 52, 295, 265, 255, 234, 37, 1509,1610612745
383, Kendall Gill, 1610612741, CHI, 36.0, 56, 15, 41, 0.268, 25.2, 99.2, 2.3, 0.1, 0.141, 1.2, 0.265, 0.3, 0.109, 8.7, 7.1, 5.9, 19.2, 0.029, 248, 325, 353, 406, 151, 170, 209, 321, 327, 66, 64, 193, 242, 299, 291, 276, 287, 119, 383,1610612741
2570, Kendrick Perkins, 1610612738, BOS, 19.0, 10, 4, 6, 0.4, 3.5, 107.7, 0.9, 0.29, 0.375, 0.0, 0.0, 0.2, 1.0, 1.4, 0.5, 0.9, 2.8, 0.0, 397, 394, 49, 310, 434, 406, 372, 2, 4, 419, 419, 260, 1, 18, 7, 20, 14, 408, 2570,1610612738
72, Kenny Anderson, 1610612754, IND, 33.0, 44, 33, 11, 0.75, 20.7, 95.6, 1.4, 0.081, 0.11, 0.6, 0.16, 0.1, 0.053, 7.0, 5.0, 5.8, 16.5, 0.033, 298, 163, 80, 15, 203, 80, 317, 386, 399, 216, 282, 316, 338, 243, 199, 267, 242, 92, 72,1610612754
1903, Kenny Thomas, 1610612755, PHI, 26.0, 74, 31, 43, 0.419, 36.5, 99.2, 6.6, 0.213, 0.299, 1.1, 0.191, 0.4, 0.143, 13.2, 10.0, 8.6, 28.1, 0.041, 131, 183, 374, 293, 41, 174, 19, 51, 52, 75, 224, 124, 204, 424, 399, 376, 395, 49, 1903,1610612755
2030, Kenyon Martin, 1610612751, NJN, 26.0, 65, 41, 24, 0.631, 34.7, 93.3, 7.4, 0.247, 0.326, 1.5, 0.243, 1.3, 0.425, 10.3, 7.9, 7.7, 24.1, 0.067, 204, 84, 169, 98, 62, 50, 11, 17, 30, 29, 100, 33, 58, 349, 320, 342, 332, 9, 2030,1610612751
1721, Keon Clark, 1610612762, UTA, 29.0, 2, 2, 0, 1.0, 14.0, 58.1, 3.0, 0.222, 0.273, 0.5, 0.2, 0.0, 0.0, 4.5, 3.0, 0.0, 2.0, 0.086, 432, 413, 1, 1, 285, 1, 138, 34, 77, 248, 198, 398, 398, 129, 92, 1, 7, 1, 1721,1610612762
954, Kerry Kittles, 1610612751, NJN, 30.0, 82, 47, 35, 0.573, 34.7, 94.9, 3.3, 0.11, 0.149, 1.5, 0.238, 0.5, 0.165, 11.0, 8.4, 7.8, 24.9, 0.059, 3, 54, 290, 132, 63, 70, 112, 286, 304, 25, 109, 112, 189, 377, 338, 346, 347, 19, 954,1610612751
708, Kevin Garnett, 1610612750, MIN, 28.0, 82, 58, 24, 0.707, 39.5, 95.5, 10.9, 0.298, 0.408, 1.5, 0.253, 2.2, 0.448, 10.3, 10.4, 8.6, 28.4, 0.064, 3, 4, 169, 38, 11, 78, 1, 1, 2, 28, 79, 11, 47, 350, 412, 380, 396, 14, 708,1610612750
1563, Kevin Ollie, 1610612739, CLE, 31.0, 82, 35, 47, 0.427, 17.0, 98.1, 1.8, 0.118, 0.162, 0.6, 0.223, 0.1, 0.047, 5.3, 4.7, 3.5, 12.2, 0.021, 3, 139, 404, 286, 255, 135, 266, 267, 279, 204, 141, 337, 350, 175, 190, 150, 181, 194, 1563,1610612739
788, Kevin Willis, 1610612759, SAS, 41.0, 48, 32, 16, 0.667, 7.7, 99.2, 1.3, 0.182, 0.265, 0.4, 0.266, 0.2, 0.36, 2.3, 2.3, 2.5, 7.1, 0.009, 287, 177, 112, 67, 389, 173, 333, 98, 89, 284, 63, 270, 88, 34, 64, 82, 73, 341, 788,1610612759
2039, Keyon Dooling, 1610612746, LAC, 24.0, 58, 16, 42, 0.276, 19.5, 106.0, 1.1, 0.062, 0.088, 0.8, 0.25, 0.1, 0.054, 6.9, 5.8, 4.4, 17.6, 0.005, 238, 319, 365, 400, 223, 390, 349, 424, 423, 157, 81, 329, 333, 229, 241, 198, 259, 380, 2039,1610612746
2550, Kirk Hinrich, 1610612741, CHI, 23.0, 76, 20, 56, 0.263, 35.6, 99.7, 2.9, 0.089, 0.124, 1.3, 0.234, 0.3, 0.084, 12.6, 9.7, 8.7, 26.2, 0.038, 111, 286, 437, 408, 54, 196, 156, 357, 356, 39, 116, 200, 281, 414, 390, 386, 374, 64, 2550,1610612741
2632, Kirk Penney, 1610612748, MIA, 23.0, 2, 0, 2, 0.0, 8.6, 87.3, 0.5, 0.059, 0.077, 0.5, 0.25, 0.0, 0.0, 3.0, 2.0, 5.0, 7.0, 0.025, 432, 431, 11, 431, 381, 17, 412, 429, 430, 248, 81, 398, 398, 56, 41, 234, 67, 150, 2632,1610612748
977, Kobe Bryant, 1610612747, LAL, 25.0, 65, 48, 17, 0.738, 37.7, 98.9, 3.9, 0.119, 0.162, 1.7, 0.246, 0.4, 0.109, 11.1, 10.2, 8.8, 30.3, 0.045, 204, 50, 116, 25, 27, 161, 77, 263, 276, 14, 97, 128, 245, 380, 404, 394, 411, 39, 977,1610612747
703, Kurt Thomas, 1610612752, NYK, 31.0, 80, 38, 42, 0.475, 31.8, 101.3, 6.5, 0.227, 0.312, 0.7, 0.15, 1.0, 0.305, 10.9, 8.4, 6.8, 22.6, 0.028, 61, 114, 365, 229, 88, 273, 21, 32, 38, 182, 305, 43, 108, 372, 337, 308, 326, 124, 703,1610612752
2198, Kwame Brown, 1610612764, WAS, 22.0, 74, 24, 50, 0.324, 30.1, 102.2, 5.0, 0.19, 0.274, 0.9, 0.163, 0.7, 0.236, 13.0, 8.9, 10.2, 24.8, 0.023, 131, 244, 418, 364, 107, 303, 42, 80, 76, 124, 272, 77, 143, 420, 362, 424, 344, 176, 2198,1610612764
2594, Kyle Korver, 1610612755, PHI, 23.0, 74, 28, 46, 0.378, 11.6, 98.7, 1.1, 0.109, 0.153, 0.3, 0.192, 0.1, 0.099, 4.3, 3.4, 3.0, 8.5, 0.014, 131, 206, 394, 333, 338, 155, 347, 287, 288, 324, 218, 324, 260, 116, 117, 111, 99, 273, 2594,1610612755
1885, Lamar Odom, 1610612748, MIA, 24.0, 80, 41, 39, 0.513, 37.5, 99.6, 7.7, 0.24, 0.327, 1.1, 0.19, 0.9, 0.313, 11.7, 9.6, 7.7, 26.1, 0.041, 61, 84, 326, 183, 29, 191, 6, 24, 28, 85, 226, 56, 103, 399, 388, 339, 371, 51, 1885,1610612748
441, Lamond Murray, 1610612761, TOR, 31.0, 33, 13, 20, 0.394, 15.8, 94.1, 2.3, 0.176, 0.24, 0.5, 0.19, 0.2, 0.167, 5.4, 3.8, 4.0, 12.2, 0.028, 337, 337, 132, 321, 265, 61, 210, 115, 127, 275, 225, 249, 183, 178, 142, 176, 183, 127, 441,1610612761
1716, Larry Hughes, 1610612764, WAS, 25.0, 61, 19, 42, 0.311, 33.9, 100.7, 3.8, 0.127, 0.18, 1.6, 0.247, 0.4, 0.11, 13.7, 9.6, 10.7, 28.6, 0.032, 221, 294, 365, 374, 74, 251, 88, 238, 234, 23, 95, 130, 241, 428, 385, 430, 399, 101, 1716,1610612764
84, Latrell Sprewell, 1610612750, MIN, 33.0, 82, 58, 24, 0.707, 37.8, 96.5, 3.1, 0.089, 0.122, 1.1, 0.194, 0.3, 0.056, 10.4, 10.2, 8.6, 27.8, 0.057, 3, 4, 169, 38, 24, 91, 130, 358, 362, 83, 214, 211, 331, 352, 405, 378, 390, 24, 84,1610612750
2544, LeBron James, 1610612739, CLE, 19.0, 79, 33, 46, 0.418, 39.6, 102.3, 4.2, 0.117, 0.162, 1.6, 0.277, 0.7, 0.128, 13.1, 11.3, 11.2, 31.9, 0.03, 77, 163, 394, 295, 10, 308, 71, 271, 278, 17, 53, 73, 222, 422, 427, 436, 425, 113, 2544,1610612739
2571, Leandro Barbosa, 1610612756, PHX, 21.0, 70, 25, 45, 0.357, 21.4, 103.6, 1.4, 0.075, 0.108, 1.3, 0.293, 0.1, 0.051, 7.7, 6.5, 4.9, 18.2, 0.012, 173, 228, 388, 343, 196, 341, 313, 408, 405, 40, 36, 334, 343, 266, 273, 225, 269, 296, 2571,1610612756
1924, Lee Nailon, 1610612739, CLE, 29.0, 57, 22, 35, 0.386, 13.7, 109.0, 1.4, 0.122, 0.174, 0.3, 0.16, 0.1, 0.118, 5.3, 3.9, 4.0, 11.9, -0.002, 244, 261, 290, 329, 292, 420, 322, 252, 243, 357, 281, 301, 231, 173, 144, 171, 176, 420, 1924,1610612739
1910, Leon Smith, 1610612760, SEA, 23.0, 1, 0, 1, 0.0, 3.6, 83.3, 1.0, 0.25, 0.333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 440, 431, 4, 431, 433, 10, 356, 12, 19, 419, 419, 398, 398, 1, 1, 1, 1, 331, 1910,1610612760
283, Lindsey Hunter, 1610612765, DET, 33.0, 33, 24, 9, 0.727, 19.8, 86.1, 1.6, 0.093, 0.131, 1.2, 0.289, 0.2, 0.067, 6.0, 4.7, 4.2, 11.9, 0.057, 337, 244, 70, 32, 218, 14, 285, 344, 347, 61, 40, 272, 305, 198, 191, 188, 175, 23, 283,1610612765
2669, Linton Johnson, 1610612741, CHI, 24.0, 41, 12, 29, 0.293, 17.9, 98.2, 3.0, 0.188, 0.259, 0.9, 0.289, 0.8, 0.348, 6.9, 4.3, 4.9, 12.0, 0.023, 313, 350, 233, 387, 239, 139, 136, 89, 98, 120, 39, 68, 94, 230, 170, 221, 179, 173, 2669,1610612741
2437, Lonny Baxter, 1610612764, WAS, 25.0, 62, 21, 41, 0.339, 12.3, 99.3, 2.0, 0.179, 0.265, 0.3, 0.15, 0.5, 0.354, 4.6, 4.0, 3.0, 9.4, 0.013, 216, 276, 353, 352, 329, 178, 244, 104, 90, 348, 302, 116, 92, 138, 150, 111, 124, 286, 2437,1610612764
2254, Loren Woods, 1610612748, MIA, 26.0, 38, 13, 25, 0.342, 13.2, 98.6, 1.8, 0.173, 0.246, 0.3, 0.143, 0.5, 0.5, 4.1, 3.2, 2.2, 8.9, 0.015, 323, 337, 182, 350, 306, 152, 262, 124, 117, 343, 327, 106, 33, 102, 105, 65, 109, 258, 2254,1610612748
953, Lorenzen Wright, 1610612763, MEM, 28.0, 65, 38, 27, 0.585, 25.8, 99.9, 4.6, 0.209, 0.305, 0.7, 0.138, 0.9, 0.258, 7.3, 7.4, 7.0, 22.2, 0.027, 204, 114, 209, 123, 148, 204, 51, 57, 46, 185, 338, 52, 130, 252, 304, 318, 322, 132, 953,1610612763
446, Lucious Harris, 1610612751, NJN, 33.0, 69, 42, 27, 0.609, 21.8, 95.5, 1.5, 0.078, 0.108, 0.6, 0.164, 0.0, 0.017, 7.1, 5.5, 5.0, 14.9, 0.035, 177, 74, 209, 112, 189, 77, 308, 398, 404, 214, 270, 392, 388, 247, 226, 231, 221, 80, 446,1610612751
2557, Luke Ridnour, 1610612760, SEA, 23.0, 69, 29, 40, 0.42, 16.1, 103.8, 1.1, 0.081, 0.116, 0.8, 0.256, 0.1, 0.064, 5.7, 4.7, 4.5, 13.2, 0.009, 177, 195, 338, 291, 261, 347, 352, 387, 382, 170, 76, 333, 315, 188, 189, 204, 200, 347, 2557,1610612760
2575, Luke Walton, 1610612747, LAL, 24.0, 72, 50, 22, 0.694, 10.0, 100.0, 1.2, 0.15, 0.205, 0.4, 0.228, 0.1, 0.143, 3.2, 2.6, 2.4, 7.3, 0.01, 147, 34, 149, 48, 367, 208, 340, 181, 189, 303, 132, 317, 204, 62, 75, 73, 76, 328, 2575,1610612747
2573, Maciej Lampe, 1610612756, PHX, 19.0, 21, 9, 12, 0.429, 10.7, 110.5, 1.7, 0.167, 0.248, 0.1, 0.111, 0.1, 0.2, 5.1, 4.5, 3.8, 9.8, -0.003, 365, 368, 86, 281, 355, 428, 282, 135, 115, 401, 380, 297, 162, 160, 179, 159, 135, 426, 2573,1610612756
2124, Malik Allen, 1610612748, MIA, 26.0, 45, 20, 25, 0.444, 13.7, 100.7, 1.7, 0.144, 0.199, 0.3, 0.146, 0.6, 0.418, 4.5, 4.3, 3.0, 9.6, 0.013, 294, 286, 182, 263, 291, 249, 278, 199, 202, 353, 319, 88, 60, 128, 169, 111, 131, 292, 2124,1610612748
990, Malik Rose, 1610612759, SAS, 29.0, 67, 44, 23, 0.657, 18.7, 93.6, 3.1, 0.185, 0.256, 0.5, 0.154, 0.4, 0.175, 6.6, 4.8, 5.0, 15.2, 0.036, 191, 62, 157, 80, 230, 55, 123, 93, 106, 235, 297, 155, 179, 218, 192, 234, 225, 78, 990,1610612759
2055, Mamadou N'diaye, 1610612737, ATL, 29.0, 28, 11, 17, 0.393, 13.2, 106.6, 2.5, 0.214, 0.332, 0.3, 0.113, 0.9, 0.676, 4.5, 4.3, 4.1, 10.9, 0.003, 349, 355, 116, 323, 304, 396, 194, 49, 26, 345, 377, 51, 10, 127, 163, 182, 149, 393, 2055,1610612737
1938, Manu Ginobili, 1610612759, SAS, 26.0, 77, 53, 24, 0.688, 29.3, 92.8, 3.4, 0.128, 0.173, 1.8, 0.337, 0.2, 0.053, 9.0, 7.3, 6.6, 22.1, 0.058, 102, 27, 169, 52, 116, 41, 109, 231, 245, 10, 14, 252, 335, 309, 301, 299, 320, 22, 1938,1610612759
1531, Marc Jackson, 1610612755, PHI, 29.0, 22, 10, 12, 0.455, 27.1, 99.8, 3.7, 0.165, 0.238, 0.5, 0.106, 0.3, 0.143, 7.5, 6.4, 6.0, 22.0, 0.029, 360, 365, 86, 242, 134, 198, 92, 140, 131, 232, 385, 202, 204, 260, 264, 286, 319, 120, 1531,1610612755
2556, Marcus Banks, 1610612738, BOS, 22.0, 81, 35, 46, 0.432, 17.0, 100.2, 1.3, 0.085, 0.124, 1.1, 0.297, 0.2, 0.11, 6.4, 5.4, 4.1, 12.0, 0.017, 43, 139, 394, 277, 253, 217, 332, 375, 359, 79, 33, 287, 240, 205, 217, 178, 180, 241, 2556,1610612738
948, Marcus Camby, 1610612743, DEN, 30.0, 72, 36, 36, 0.5, 30.1, 101.0, 7.2, 0.276, 0.393, 1.2, 0.204, 2.6, 0.643, 10.4, 8.9, 9.0, 26.5, 0.027, 147, 133, 297, 194, 108, 263, 15, 3, 3, 56, 187, 5, 16, 353, 360, 399, 378, 129, 948,1610612743
2033, Marcus Fizer, 1610612741, CHI, 25.0, 46, 13, 33, 0.283, 16.1, 102.3, 3.1, 0.225, 0.306, 0.3, 0.124, 0.2, 0.167, 5.3, 3.7, 4.4, 13.0, 0.012, 292, 337, 273, 397, 262, 306, 133, 33, 43, 321, 360, 279, 183, 174, 141, 194, 194, 298, 2033,1610612741
2409, Marcus Haislip, 1610612749, MIL, 23.0, 31, 14, 17, 0.452, 8.5, 103.4, 1.0, 0.128, 0.192, 0.2, 0.133, 0.4, 0.387, 2.9, 3.4, 2.9, 7.2, 0.005, 344, 329, 116, 250, 383, 337, 355, 234, 216, 388, 343, 146, 73, 52, 120, 109, 75, 379, 2409,1610612749
1548, Mark Blount, 1610612738, BOS, 28.0, 82, 36, 46, 0.439, 29.3, 100.5, 4.7, 0.178, 0.259, 1.0, 0.168, 1.3, 0.525, 10.8, 9.4, 7.3, 22.2, 0.028, 3, 133, 394, 267, 114, 238, 49, 105, 99, 106, 262, 32, 28, 365, 379, 332, 321, 122, 1548,1610612738
349, Mark Jackson, 1610612745, HOU, 39.0, 42, 22, 20, 0.524, 13.8, 97.9, 1.4, 0.123, 0.158, 0.4, 0.202, 0.0, 0.019, 4.8, 2.6, 3.2, 8.4, 0.018, 305, 261, 132, 174, 289, 130, 313, 248, 283, 296, 193, 396, 383, 150, 79, 126, 97, 235, 349,1610612745
2058, Mark Madsen, 1610612750, MIN, 28.0, 72, 50, 22, 0.694, 17.3, 96.1, 1.9, 0.128, 0.171, 0.5, 0.216, 0.3, 0.146, 4.5, 4.5, 3.6, 12.0, 0.026, 147, 34, 149, 48, 250, 84, 253, 233, 258, 271, 153, 213, 202, 134, 176, 153, 177, 137, 2058,1610612750
998, Mark Pope, 1610612743, DEN, 31.0, 4, 3, 1, 0.75, 5.0, 107.2, 0.8, 0.143, 0.25, 0.3, 0.2, 0.0, 0.0, 4.8, 1.8, 2.5, 6.0, 0.001, 422, 404, 4, 15, 421, 400, 393, 200, 110, 362, 198, 398, 398, 148, 33, 82, 58, 404, 998,1610612743
2060, Marko Jaric, 1610612746, LAC, 25.0, 58, 25, 33, 0.431, 30.3, 105.8, 2.3, 0.087, 0.125, 1.6, 0.333, 0.3, 0.113, 11.9, 9.0, 6.9, 26.5, 0.009, 238, 228, 273, 279, 104, 388, 214, 367, 354, 21, 16, 159, 235, 403, 364, 314, 377, 346, 2060,1610612746
2605, Marquis Daniels, 1610612742, DAL, 23.0, 56, 32, 24, 0.571, 18.5, 108.1, 1.4, 0.086, 0.12, 0.9, 0.294, 0.2, 0.106, 6.1, 4.6, 5.9, 17.5, 0.0, 248, 177, 169, 134, 234, 409, 313, 368, 371, 109, 35, 244, 251, 200, 182, 270, 257, 412, 2605,1610612742
2043, Mateen Cleaves, 1610612739, CLE, 26.0, 4, 0, 4, 0.0, 22.8, 115.2, 1.5, 0.08, 0.122, 1.0, 0.286, 0.5, 0.25, 10.0, 11.8, 5.0, 24.5, -0.022, 422, 431, 30, 431, 175, 431, 300, 389, 361, 94, 43, 106, 133, 336, 435, 234, 337, 440, 2043,1610612739
2440, Matt Barnes, 1610612746, LAC, 24.0, 38, 11, 27, 0.289, 19.0, 107.9, 2.6, 0.161, 0.23, 0.7, 0.26, 0.1, 0.052, 8.0, 5.8, 6.1, 17.6, 0.0, 323, 355, 209, 389, 229, 407, 181, 153, 147, 178, 68, 349, 341, 274, 238, 287, 260, 406, 2440,1610612746
2679, Matt Carroll, 1610612759, SAS, 23.0, 16, 7, 9, 0.438, 4.1, 103.7, 0.3, 0.078, 0.119, 0.1, 0.059, 0.0, 0.0, 1.2, 1.4, 1.6, 3.5, 0.002, 383, 383, 70, 271, 431, 343, 428, 397, 374, 418, 417, 398, 398, 14, 26, 36, 22, 394, 2679,1610612759
1723, Matt Harpring, 1610612762, UTA, 28.0, 31, 17, 14, 0.548, 36.5, 101.1, 5.0, 0.171, 0.237, 0.7, 0.145, 0.1, 0.012, 12.9, 10.1, 9.9, 25.9, 0.033, 344, 311, 98, 146, 43, 266, 41, 128, 132, 179, 323, 365, 393, 419, 402, 419, 367, 93, 1723,1610612762
2466, Maurice Carter, 1610612740, NOH, 27.0, 10, 4, 6, 0.4, 10.9, 94.7, 0.9, 0.089, 0.117, 0.0, 0.0, 0.0, 0.0, 4.2, 1.4, 2.0, 5.4, 0.018, 397, 394, 49, 310, 350, 66, 372, 356, 381, 419, 419, 398, 398, 107, 24, 50, 47, 231, 2466,1610612740
1508, Maurice Taylor, 1610612745, HOU, 27.0, 75, 41, 34, 0.547, 27.7, 97.4, 3.4, 0.142, 0.189, 0.6, 0.149, 0.6, 0.235, 9.9, 7.1, 5.3, 17.1, 0.038, 120, 84, 284, 147, 129, 115, 107, 203, 219, 223, 306, 87, 146, 332, 293, 245, 252, 67, 1508,1610612745
2246, Mehmet Okur, 1610612765, DET, 25.0, 71, 48, 23, 0.676, 22.4, 91.8, 3.7, 0.19, 0.262, 0.5, 0.127, 0.9, 0.294, 6.3, 5.6, 4.9, 15.6, 0.047, 160, 50, 157, 62, 181, 32, 93, 82, 93, 247, 355, 57, 113, 202, 229, 226, 233, 36, 2246,1610612765
2408, Melvin Ely, 1610612746, LAC, 26.0, 42, 13, 29, 0.31, 12.1, 100.0, 1.3, 0.119, 0.164, 0.2, 0.127, 0.4, 0.386, 4.0, 2.8, 3.3, 9.4, 0.012, 305, 337, 233, 376, 331, 207, 336, 262, 272, 376, 356, 135, 74, 94, 84, 130, 125, 300, 2408,1610612746
2370, Mengke Bateer, 1610612761, TOR, 28.0, 7, 2, 5, 0.286, 5.6, 108.4, 0.4, 0.094, 0.143, 0.1, 0.2, 0.0, 0.0, 2.4, 1.0, 1.3, 3.7, 0.0, 407, 413, 36, 391, 413, 414, 420, 342, 315, 401, 198, 398, 398, 38, 12, 26, 25, 413, 2370,1610612761
1897, Metta World Peace, 1610612754, IND, 24.0, 73, 54, 19, 0.74, 37.2, 93.7, 3.9, 0.125, 0.17, 2.1, 0.287, 0.7, 0.179, 10.4, 8.5, 8.5, 27.9, 0.069, 135, 22, 130, 23, 32, 58, 79, 243, 259, 4, 42, 78, 176, 354, 349, 372, 393, 6, 1897,1610612754
2214, Michael Bradley, 1610612737, ATL, 25.0, 16, 4, 12, 0.25, 6.1, 101.8, 1.1, 0.207, 0.333, 0.2, 0.188, 0.0, 0.0, 2.4, 2.0, 1.4, 5.1, 0.005, 383, 394, 86, 414, 406, 287, 351, 59, 19, 390, 232, 398, 398, 40, 41, 32, 42, 381, 2214,1610612737
688, Michael Curry, 1610612761, TOR, 35.0, 70, 29, 41, 0.414, 17.5, 93.4, 0.9, 0.06, 0.083, 0.3, 0.146, 0.1, 0.048, 5.4, 4.6, 4.0, 12.8, 0.033, 173, 195, 353, 299, 246, 52, 369, 427, 427, 328, 317, 357, 348, 177, 185, 172, 190, 95, 688,1610612761
1720, Michael Doleac, 1610612743, DEN, 27.0, 72, 34, 38, 0.472, 14.2, 97.8, 2.5, 0.201, 0.273, 0.3, 0.147, 0.5, 0.336, 4.6, 4.0, 3.2, 10.6, 0.018, 147, 158, 318, 232, 282, 126, 195, 69, 77, 334, 313, 106, 95, 140, 148, 124, 146, 232, 1720,1610612743
714, Michael Finley, 1610612742, DAL, 31.0, 72, 49, 23, 0.681, 38.6, 103.9, 3.4, 0.098, 0.138, 1.2, 0.191, 0.5, 0.128, 10.8, 10.3, 11.6, 35.9, 0.02, 147, 43, 157, 57, 15, 351, 103, 326, 334, 63, 222, 98, 221, 369, 410, 439, 440, 208, 714,1610612742
1709, Michael Olowokandi, 1610612750, MIN, 29.0, 43, 28, 15, 0.651, 21.5, 93.0, 3.9, 0.18, 0.255, 0.4, 0.133, 1.6, 0.567, 5.2, 6.5, 4.9, 14.9, 0.041, 301, 206, 101, 84, 193, 43, 80, 102, 107, 311, 343, 21, 20, 166, 268, 224, 219, 53, 1709,1610612750
2072, Michael Redd, 1610612749, MIL, 24.0, 82, 41, 41, 0.5, 36.8, 104.4, 3.5, 0.108, 0.151, 1.0, 0.203, 0.1, 0.021, 11.4, 10.3, 10.8, 32.2, 0.017, 3, 84, 353, 194, 34, 363, 98, 291, 291, 99, 191, 355, 378, 387, 409, 431, 427, 242, 2072,1610612749
1913, Michael Ruffin, 1610612762, UTA, 27.0, 41, 18, 23, 0.439, 17.8, 101.9, 3.1, 0.235, 0.319, 0.5, 0.206, 0.5, 0.253, 6.6, 3.7, 3.8, 11.2, 0.013, 313, 303, 157, 267, 242, 296, 122, 27, 35, 237, 181, 104, 132, 217, 137, 163, 161, 283, 1913,1610612762
1565, Michael Stewart, 1610612738, BOS, 29.0, 25, 8, 17, 0.32, 5.9, 105.6, 0.8, 0.168, 0.212, 0.1, 0.1, 0.4, 0.556, 2.4, 1.4, 1.9, 5.0, 0.002, 356, 377, 116, 369, 409, 385, 383, 133, 182, 416, 393, 138, 23, 41, 24, 43, 39, 398, 1565,1610612738
2552, Michael Sweetney, 1610612752, NYK, 21.0, 42, 19, 23, 0.452, 11.8, 98.0, 2.1, 0.212, 0.303, 0.4, 0.189, 0.3, 0.235, 3.9, 3.6, 2.5, 8.5, 0.015, 305, 294, 157, 248, 335, 133, 228, 53, 48, 287, 228, 193, 144, 93, 130, 81, 101, 265, 2552,1610612752
2554, Mickael Pietrus, 1610612744, GSW, 22.0, 53, 24, 29, 0.453, 14.2, 95.4, 1.3, 0.105, 0.143, 0.6, 0.278, 0.2, 0.135, 4.8, 4.2, 3.5, 11.5, 0.023, 272, 244, 233, 247, 283, 76, 325, 303, 314, 212, 49, 228, 214, 149, 159, 145, 165, 169, 2554,1610612744
1710, Mike Bibby, 1610612758, SAC, 26.0, 82, 55, 27, 0.671, 36.4, 103.7, 2.6, 0.077, 0.111, 1.4, 0.22, 0.2, 0.07, 11.7, 10.3, 10.3, 32.8, 0.02, 3, 19, 209, 65, 45, 344, 185, 399, 397, 35, 145, 234, 303, 397, 407, 425, 429, 210, 1710,1610612758
2399, Mike Dunleavy, 1610612744, GSW, 23.0, 75, 35, 40, 0.467, 31.2, 101.9, 4.7, 0.17, 0.234, 0.9, 0.215, 0.2, 0.056, 10.8, 8.4, 8.5, 25.5, 0.025, 120, 139, 338, 234, 96, 294, 48, 130, 139, 119, 154, 280, 329, 367, 339, 374, 359, 153, 2399,1610612744
2229, Mike James, 1610612765, DET, 29.0, 81, 43, 38, 0.531, 27.1, 97.8, 2.5, 0.107, 0.15, 1.2, 0.231, 0.0, 0.014, 9.3, 7.5, 6.7, 18.6, 0.038, 43, 67, 318, 161, 135, 125, 188, 294, 298, 58, 122, 384, 390, 320, 307, 307, 278, 65, 2229,1610612765
2034, Mike Miller, 1610612763, MEM, 24.0, 65, 39, 26, 0.6, 27.1, 101.8, 2.7, 0.114, 0.166, 0.9, 0.171, 0.2, 0.056, 8.3, 8.3, 8.1, 25.6, 0.022, 204, 105, 194, 117, 133, 292, 171, 277, 267, 118, 259, 243, 331, 285, 335, 356, 361, 189, 2034,1610612763
2366, Mike Wilks, 1610612745, HOU, 25.0, 26, 14, 12, 0.538, 5.4, 93.5, 0.5, 0.086, 0.114, 0.1, 0.2, 0.0, 0.0, 2.0, 1.3, 1.0, 3.1, 0.01, 352, 329, 86, 152, 417, 53, 412, 369, 387, 413, 198, 398, 398, 28, 23, 23, 17, 334, 2366,1610612745
1630, Mikki Moore, 1610612762, UTA, 28.0, 32, 18, 14, 0.563, 12.3, 93.6, 1.7, 0.179, 0.239, 0.2, 0.13, 0.4, 0.371, 4.7, 2.2, 3.1, 7.4, 0.023, 342, 303, 98, 137, 328, 54, 277, 103, 129, 375, 349, 134, 81, 141, 62, 120, 79, 180, 1630,1610612762
