PLAYER_ID, PLAYER_NAME, TEAM_ID, TEAM_ABBREVIATION, AGE, G, MIN, CONTESTED_SHOTS, CONTESTED_SHOTS_2PT, CONTESTED_SHOTS_3PT, CHARGES_DRAWN, DEFLECTIONS, LOOSE_BALLS_RECOVERED, BOX_OUTS
101135, David Lee, 1610612742, DAL, 33.0, 55, 16.0, 0.27, 0.24, 0.04, 0.0, 0.09, 0.0, 0.0
2561, David West, 1610612759, SAS, 35.0, 78, 18.0, 0.05, 0.04, 0.01, 0.0, 0.01, 0.0, 0.0
201599, DeAndre Jordan, 1610612746, LAC, 27.0, 77, 34.0, 0.06, 0.06, 0.0, 0.0, 0.01, 0.0, 0.0
201971, DeJuan Blair, 1610612764, WAS, 27.0, 29, 8.0, None, None, None, None, None, None, None
201942, DeMar DeRozan, 1610612761, TOR, 26.0, 78, 36.0, None, None, None, None, None, None, None
202326, DeMarcus Cousins, 1610612758, SAC, 25.0, 65, 35.0, None, None, None, None, None, None, None
201960, DeMarre Carroll, 1610612761, TOR, 29.0, 26, 30.0, None, None, None, None, None, None, None
1626153, Delon Wright, 1610612761, TOR, 24.0, 27, 8.0, None, None, None, None, None, None, None
203471, Dennis Schroder, 1610612737, ATL, 22.0, 80, 20.0, 0.01, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0
101114, Deron Williams, 1610612742, DAL, 32.0, 65, 32.0, 0.03, 0.02, 0.02, 0.0, 0.02, 0.02, 0.0
202324, Derrick Favors, 1610612762, UTA, 24.0, 62, 32.0, None, None, None, None, None, None, None
201565, Derrick Rose, 1610612741, CHI, 27.0, 66, 32.0, None, None, None, None, None, None, None
202682, Derrick Williams, 1610612752, NYK, 25.0, 80, 18.0, 0.04, 0.03, 0.01, 0.0, 0.01, 0.0, 0.0
1626164, Devin Booker, 1610612756, PHX, 19.0, 76, 28.0, None, None, None, None, None, None, None
2734, Devin Harris, 1610612742, DAL, 33.0, 64, 20.0, 0.13, 0.09, 0.03, 0.03, 0.05, 0.02, 0.0
203906, Devyn Marble, 1610612753, ORL, 23.0, 28, 9.0, None, None, None, None, None, None, None
203473, Dewayne Dedmon, 1610612753, ORL, 26.0, 58, 12.0, None, None, None, None, None, None, None
203079, Dion Waiters, 1610612760, OKC, 24.0, 78, 28.0, None, None, None, None, None, None, None
1717, Dirk Nowitzki, 1610612742, DAL, 38.0, 75, 32.0, 0.27, 0.19, 0.08, 0.0, 0.07, 0.01, 0.0
202388, Donald Sloan, 1610612751, BKN, 28.0, 61, 22.0, None, None, None, None, None, None, None
202700, Donatas Motiejunas, 1610612745, HOU, 25.0, 37, 15.0, None, None, None, None, None, None, None
203926, Doug McDermott, 1610612741, CHI, 24.0, 81, 23.0, 0.04, 0.02, 0.01, 0.0, 0.01, 0.0, 0.0
203110, Draymond Green, 1610612744, GSW, 26.0, 81, 35.0, 0.28, 0.2, 0.09, 0.0, 0.1, 0.02, 0.0
2400, Drew Gooden, 1610612764, WAS, 34.0, 30, 10.0, None, None, None, None, None, None, None
1626251, Duje Dukan, 1610612758, SAC, 24.0, 1, 24.0, None, None, None, None, None, None, None
2730, Dwight Howard, 1610612745, HOU, 30.0, 71, 32.0, 0.06, 0.04, 0.01, 0.0, 0.15, 0.0, 0.0
203939, Dwight Powell, 1610612742, DAL, 24.0, 69, 14.0, 0.03, 0.03, 0.0, 0.0, 0.0, 0.0, 0.0
2548, Dwyane Wade, 1610612748, MIA, 34.0, 74, 31.0, None, None, None, None, None, None, None
202734, E'Twaun Moore, 1610612741, CHI, 27.0, 59, 21.0, 0.1, 0.05, 0.05, 0.0, 0.0, 0.0, 0.0
202334, Ed Davis, 1610612757, POR, 27.0, 81, 21.0, None, None, None, None, None, None, None
204002, Edy Tavares, 1610612737, ATL, 24.0, 11, 7.0, 1.09, 1.09, 0.0, 0.0, 0.0, 0.0, 0.0
203901, Elfrid Payton, 1610612753, ORL, 22.0, 73, 29.0, 0.05, 0.04, 0.01, 0.0, 0.01, 0.0, 0.0
202407, Elijah Millsap, 1610612762, UTA, 28.0, 20, 9.0, None, None, None, None, None, None, None
202343, Elliot Williams, 1610612766, CHA, 27.0, 5, 9.0, None, None, None, None, None, None, None
1882, Elton Brand, 1610612755, PHI, 37.0, 17, 13.0, None, None, None, None, None, None, None
1626144, Emmanuel Mudiay, 1610612743, DEN, 20.0, 68, 30.0, 0.09, 0.06, 0.03, 0.0, 0.0, 0.0, 0.0
202683, Enes Kanter, 1610612760, OKC, 24.0, 82, 21.0, None, None, None, None, None, None, None
202339, Eric Bledsoe, 1610612756, PHX, 26.0, 31, 34.0, None, None, None, None, None, None, None
201569, Eric Gordon, 1610612740, NOP, 27.0, 45, 33.0, 0.13, 0.04, 0.09, 0.0, 0.11, 0.0, 0.0
203961, Eric Moreland, 1610612758, SAC, 24.0, 8, 6.0, None, None, None, None, None, None, None
203475, Erick Green, 1610612743, DEN, 25.0, 9, 5.0, None, None, None, None, None, None, None
101141, Ersan Ilyasova, 1610612753, ORL, 29.0, 74, 25.0, None, None, None, None, None, None, None
203095, Evan Fournier, 1610612753, ORL, 23.0, 79, 32.0, 0.05, 0.03, 0.03, 0.0, 0.05, 0.04, 0.0
202323, Evan Turner, 1610612738, BOS, 27.0, 81, 28.0, None, None, None, None, None, None, None
203105, Festus Ezeli, 1610612744, GSW, 26.0, 46, 17.0, 0.33, 0.3, 0.02, 0.0, 0.04, 0.04, 0.0
1626163, Frank Kaminsky, 1610612766, CHA, 23.0, 81, 21.0, None, None, None, None, None, None, None
202066, Garrett Temple, 1610612764, WAS, 30.0, 80, 24.0, None, None, None, None, None, None, None
203914, Gary Harris, 1610612743, DEN, 21.0, 76, 32.0, 0.08, 0.07, 0.01, 0.0, 0.0, 0.0, 0.0
202390, Gary Neal, 1610612764, WAS, 31.0, 40, 20.0, None, None, None, None, None, None, None
201588, George Hill, 1610612754, IND, 30.0, 74, 34.0, None, None, None, None, None, None, None
101123, Gerald Green, 1610612748, MIA, 30.0, 69, 23.0, 0.06, 0.04, 0.01, 0.0, 0.01, 0.0, 0.0
201945, Gerald Henderson, 1610612757, POR, 28.0, 72, 20.0, None, None, None, None, None, None, None
203507, Giannis Antetokounmpo, 1610612749, MIL, 21.0, 80, 35.0, None, None, None, None, None, None, None
203922, Glenn Robinson III, 1610612754, IND, 22.0, 45, 11.0, None, None, None, None, None, None, None
201609, Goran Dragic, 1610612748, MIA, 30.0, 72, 33.0, None, None, None, None, None, None, None
202330, Gordon Hayward, 1610612762, UTA, 26.0, 80, 36.0, None, None, None, None, None, None, None
203476, Gorgui Dieng, 1610612750, MIN, 26.0, 82, 27.0, 0.1, 0.09, 0.01, 0.0, 0.02, 0.01, 0.0
202328, Greg Monroe, 1610612749, MIL, 26.0, 79, 29.0, None, None, None, None, None, None, None
202962, Greg Smith, 1610612750, MIN, 25.0, 18, 11.0, None, None, None, None, None, None, None
202349, Greivis Vasquez, 1610612749, MIL, 29.0, 23, 20.0, None, None, None, None, None, None, None
203084, Harrison Barnes, 1610612744, GSW, 24.0, 66, 31.0, 0.23, 0.17, 0.06, 0.02, 0.0, 0.03, 0.0
202355, Hassan Whiteside, 1610612748, MIA, 27.0, 73, 29.0, 0.32, 0.32, 0.0, 0.0, 0.01, 0.01, 0.0
203156, Henry Sims, 1610612751, BKN, 26.0, 14, 19.0, None, None, None, None, None, None, None
203138, Hollis Thompson, 1610612755, PHI, 25.0, 77, 28.0, 0.06, 0.04, 0.03, 0.01, 0.01, 0.0, 0.0
203546, Ian Clark, 1610612744, GSW, 25.0, 66, 9.0, None, None, None, None, None, None, None
101133, Ian Mahinmi, 1610612754, IND, 29.0, 71, 26.0, None, None, None, None, None, None, None
202697, Iman Shumpert, 1610612739, CLE, 26.0, 54, 24.0, 0.13, 0.09, 0.04, 0.0, 0.02, 0.0, 0.0
203477, Isaiah Canaan, 1610612755, PHI, 25.0, 77, 26.0, None, None, None, None, None, None, None
202738, Isaiah Thomas, 1610612738, BOS, 27.0, 82, 32.0, None, None, None, None, None, None, None
202397, Ish Smith, 1610612755, PHI, 27.0, 77, 29.0, 0.13, 0.05, 0.08, 0.03, 0.09, 0.05, 0.0
200826, J.J. Barea, 1610612742, DAL, 32.0, 74, 23.0, 0.08, 0.03, 0.05, 0.0, 0.03, 0.04, 0.0
201581, JJ Hickson, 1610612764, WAS, 27.0, 35, 12.0, None, None, None, None, None, None, None
1626266, JJ O'Brien, 1610612762, UTA, 24.0, 2, 3.0, None, None, None, None, None, None, None
200755, JJ Redick, 1610612746, LAC, 32.0, 75, 28.0, 0.04, 0.04, 0.0, 0.0, 0.01, 0.0, 0.0
2747, JR Smith, 1610612739, CLE, 30.0, 77, 31.0, 0.0, 0.0, 0.0, 0.0, 0.03, 0.01, 0.0
203960, JaKarr Sampson, 1610612743, DEN, 23.0, 73, 16.0, 0.12, 0.1, 0.03, 0.0, 0.0, 0.01, 0.0
203210, JaMychal Green, 1610612763, MEM, 26.0, 78, 19.0, None, None, None, None, None, None, None
201580, JaVale McGee, 1610612742, DAL, 28.0, 34, 11.0, None, None, None, None, None, None, None
203953, Jabari Parker, 1610612749, MIL, 21.0, 76, 32.0, None, None, None, None, None, None, None
203109, Jae Crowder, 1610612738, BOS, 25.0, 73, 32.0, None, None, None, None, None, None, None
1626143, Jahlil Okafor, 1610612755, PHI, 20.0, 53, 30.0, 0.26, 0.25, 0.02, 0.0, 0.02, 0.02, 0.0
2037, Jamal Crawford, 1610612746, LAC, 36.0, 79, 27.0, 0.01, 0.01, 0.0, 0.0, 0.04, 0.01, 0.0
2749, Jameer Nelson, 1610612743, DEN, 34.0, 39, 27.0, 0.15, 0.1, 0.05, 0.0, 0.08, 0.0, 0.0
202341, James Anderson, 1610612758, SAC, 27.0, 51, 14.0, None, None, None, None, None, None, None
203516, James Ennis III, 1610612740, NOP, 25.0, 22, 15.0, None, None, None, None, None, None, None
201935, James Harden, 1610612745, HOU, 26.0, 82, 38.0, 0.26, 0.12, 0.13, 0.0, 0.05, 0.01, 0.0
201949, James Johnson, 1610612761, TOR, 29.0, 57, 16.0, None, None, None, None, None, None, None
2592, James Jones, 1610612739, CLE, 35.0, 48, 10.0, None, None, None, None, None, None, None
203949, James Michael McAdoo, 1610612744, GSW, 23.0, 41, 6.0, 0.02, 0.0, 0.02, 0.0, 0.0, 0.0, 0.0
203923, James Young, 1610612738, BOS, 20.0, 29, 7.0, None, None, None, None, None, None, None
203099, Jared Cunningham, 1610612739, CLE, 25.0, 44, 9.0, None, None, None, None, None, None, None
201162, Jared Dudley, 1610612764, WAS, 30.0, 81, 26.0, None, None, None, None, None, None, None
203096, Jared Sullinger, 1610612738, BOS, 24.0, 81, 24.0, None, None, None, None, None, None, None
204067, Jarell Eddie, 1610612764, WAS, 24.0, 26, 6.0, None, None, None, None, None, None, None
1626185, Jarell Martin, 1610612763, MEM, 22.0, 27, 14.0, None, None, None, None, None, None, None
203950, Jarnell Stokes, 1610612763, MEM, 22.0, 7, 3.0, None, None, None, None, None, None, None
101127, Jarrett Jack, 1610612751, BKN, 32.0, 32, 32.0, None, None, None, None, None, None, None
201160, Jason Smith, 1610612753, ORL, 30.0, 76, 16.0, 0.03, 0.03, 0.0, 0.0, 0.0, 0.0, 0.0
1891, Jason Terry, 1610612745, HOU, 38.0, 72, 17.0, 0.11, 0.0, 0.11, 0.0, 0.0, 0.0, 0.0
201574, Jason Thompson, 1610612761, TOR, 29.0, 47, 10.0, None, None, None, None, None, None, None
201965, Jeff Ayres, 1610612746, LAC, 29.0, 17, 6.0, None, None, None, None, None, None, None
201145, Jeff Green, 1610612746, LAC, 29.0, 80, 28.0, None, None, None, None, None, None, None
201952, Jeff Teague, 1610612737, ATL, 28.0, 79, 29.0, 0.08, 0.04, 0.04, 0.0, 0.01, 0.0, 0.0
203481, Jeff Withey, 1610612762, UTA, 26.0, 51, 13.0, None, None, None, None, None, None, None
203924, Jerami Grant, 1610612755, PHI, 22.0, 77, 27.0, None, None, None, None, None, None, None
202379, Jeremy Evans, 1610612742, DAL, 28.0, 30, 8.0, None, None, None, None, None, None, None
203087, Jeremy Lamb, 1610612766, CHA, 24.0, 66, 19.0, None, None, None, None, None, None, None
202391, Jeremy Lin, 1610612766, CHA, 27.0, 78, 26.0, None, None, None, None, None, None, None
1626170, Jerian Grant, 1610612752, NYK, 23.0, 76, 17.0, 0.08, 0.08, 0.0, 0.0, 0.01, 0.01, 0.0
201573, Jerryd Bayless, 1610612749, MIL, 27.0, 52, 29.0, None, None, None, None, None, None, None
202690, Jimmer Fredette, 1610612759, SAS, 27.0, 6, 3.0, None, None, None, None, None, None, None
202710, Jimmy Butler, 1610612741, CHI, 26.0, 67, 37.0, 0.12, 0.06, 0.06, 0.0, 0.06, 0.04, 0.0
201149, Joakim Noah, 1610612741, CHI, 31.0, 29, 22.0, 0.69, 0.59, 0.1, 0.0, 0.03, 0.0, 0.0
201975, Jodie Meeks, 1610612765, DET, 28.0, 3, 14.0, None, None, None, None, None, None, None
203925, Joe Harris, 1610612739, CLE, 24.0, 5, 3.0, None, None, None, None, None, None, None
204060, Joe Ingles, 1610612762, UTA, 28.0, 81, 15.0, None, None, None, None, None, None, None
2207, Joe Johnson, 1610612748, MIA, 35.0, 81, 33.0, None, None, None, None, None, None, None
1626202, Joe Young, 1610612754, IND, 24.0, 41, 9.0, None, None, None, None, None, None, None
201202, Joel Anthony, 1610612765, DET, 33.0, 19, 5.0, None, None, None, None, None, None, None
203530, Joffrey Lauvergne, 1610612743, DEN, 24.0, 59, 18.0, None, None, None, None, None, None, None
203089, John Henson, 1610612749, MIL, 25.0, 57, 17.0, None, None, None, None, None, None, None
203098, John Jenkins, 1610612756, PHX, 25.0, 43, 11.0, None, None, None, None, None, None, None
202322, John Wall, 1610612764, WAS, 25.0, 77, 36.0, None, None, None, None, None, None, None
203948, Johnny O'Bryant III, 1610612749, MIL, 23.0, 66, 13.0, None, None, None, None, None, None, None
202720, Jon Leuer, 1610612756, PHX, 27.0, 67, 19.0, None, None, None, None, None, None, None
201973, Jonas Jerebko, 1610612738, BOS, 29.0, 78, 15.0, None, None, None, None, None, None, None
202685, Jonas Valanciunas, 1610612761, TOR, 24.0, 60, 26.0, None, None, None, None, None, None, None
203613, Jonathon Simmons, 1610612759, SAS, 26.0, 55, 15.0, 0.04, 0.02, 0.02, 0.0, 0.0, 0.04, 0.0
203919, Jordan Adams, 1610612763, MEM, 21.0, 2, 7.0, None, None, None, None, None, None, None
203903, Jordan Clarkson, 1610612747, LAL, 24.0, 79, 32.0, None, None, None, None, None, None, None
200770, Jordan Farmar, 1610612763, MEM, 29.0, 12, 24.0, None, None, None, None, None, None, None
202706, Jordan Hamilton, 1610612740, NOP, 25.0, 11, 28.0, None, None, None, None, None, None, None
201941, Jordan Hill, 1610612754, IND, 28.0, 73, 21.0, None, None, None, None, None, None, None
203895, Jordan McRae, 1610612739, CLE, 25.0, 22, 9.0, None, None, None, None, None, None, None
1626175, Jordan Mickey, 1610612738, BOS, 21.0, 16, 4.0, None, None, None, None, None, None, None
203268, Jorge Gutierrez, 1610612766, CHA, 27.0, 12, 5.0, None, None, None, None, None, None, None
101181, Jose Calderon, 1610612752, NYK, 34.0, 72, 28.0, 0.06, 0.03, 0.03, 0.0, 0.06, 0.03, 0.0
203962, Josh Huestis, 1610612760, OKC, 24.0, 5, 11.0, None, None, None, None, None, None, None
201177, Josh McRoberts, 1610612748, MIA, 29.0, 42, 14.0, None, None, None, None, None, None, None
1626196, Josh Richardson, 1610612748, MIA, 22.0, 52, 21.0, 0.06, 0.06, 0.0, 0.0, 0.02, 0.0, 0.0
2746, Josh Smith, 1610612745, HOU, 30.0, 55, 16.0, None, None, None, None, None, None, None
201950, Jrue Holiday, 1610612740, NOP, 26.0, 65, 28.0, None, None, None, None, None, None, None
203944, Julius Randle, 1610612747, LAL, 21.0, 81, 28.0, None, None, None, None, None, None, None
1626147, Justin Anderson, 1610612742, DAL, 22.0, 55, 12.0, 0.13, 0.07, 0.05, 0.0, 0.05, 0.0, 0.0
202712, Justin Harper, 1610612751, BKN, 26.0, 5, 7.0, None, None, None, None, None, None, None
